Map,Agents,TimeLimit,Seed,Success,Cost,RealTime_s
maze-32-32-4.map,20,150,2,True,1013,0.10480999946594238
maze-32-32-4.map,20,150,3,True,1017,0.11458301544189453
maze-32-32-4.map,20,150,4,True,1089,0.10510683059692383
maze-32-32-4.map,20,150,5,True,1089,0.09841799736022949
maze-32-32-4.map,20,150,6,True,1042,0.11211180686950684
maze-32-32-4.map,20,150,7,False,-1,150.03061199188232
maze-32-32-4.map,20,150,8,False,-1,150.031347990036
maze-32-32-4.map,20,150,9,False,-1,150.031596660614
maze-32-32-4.map,20,150,10,True,1122,0.153792142868042
maze-32-32-4.map,40,30,1,True,1832,0.1647191047668457
maze-32-32-4.map,40,30,2,True,1814,7.480463027954102
maze-32-32-4.map,40,30,3,True,1948,0.22957181930541992
maze-32-32-4.map,40,30,4,True,1961,0.18901467323303223
maze-32-32-4.map,40,30,5,True,1911,0.09650611877441406
maze-32-32-4.map,40,30,6,True,1880,11.22393012046814
maze-32-32-4.map,40,30,7,False,-1,30.03175401687622
maze-32-32-4.map,40,30,8,False,-1,30.03174090385437
maze-32-32-4.map,40,30,9,False,-1,30.02969980239868
maze-32-32-4.map,40,30,10,True,1880,0.30590105056762695
maze-32-32-4.map,40,60,1,True,1832,0.15524792671203613
maze-32-32-4.map,40,60,2,True,1814,7.463072776794434
maze-32-32-4.map,40,60,3,True,1948,0.23014307022094727
maze-32-32-4.map,40,60,4,True,1961,0.18782997131347656
maze-32-32-4.map,40,60,5,True,1911,0.09913277626037598
maze-32-32-4.map,40,60,6,True,1880,11.222336053848267
maze-32-32-4.map,40,60,7,False,-1,60.03039002418518
maze-32-32-4.map,40,60,8,False,-1,60.030904054641724
maze-32-32-4.map,40,60,9,False,-1,60.03096890449524
maze-32-32-4.map,40,60,10,True,1880,0.3046121597290039
maze-32-32-4.map,40,90,1,True,1832,0.15680909156799316
maze-32-32-4.map,40,90,2,True,1814,7.539910078048706
maze-32-32-4.map,40,90,3,True,1948,0.23161792755126953
maze-32-32-4.map,40,90,4,True,1961,0.18586230278015137
maze-32-32-4.map,40,90,5,True,1911,0.09966588020324707
maze-32-32-4.map,40,90,6,True,1880,11.247618198394775
maze-32-32-4.map,40,90,7,False,-1,90.03216910362244
maze-32-32-4.map,40,90,8,False,-1,90.03101086616516
maze-32-32-4.map,40,90,9,False,-1,90.03253293037415
maze-32-32-4.map,40,90,10,True,1880,0.3029160499572754
maze-32-32-4.map,40,120,1,True,1832,0.15771913528442383
maze-32-32-4.map,40,120,2,True,1814,7.452327251434326
maze-32-32-4.map,40,120,3,True,1948,0.2305312156677246
maze-32-32-4.map,40,120,4,True,1961,0.19008612632751465
maze-32-32-4.map,40,120,5,True,1911,0.09478402137756348
maze-32-32-4.map,40,120,6,True,1880,11.238217830657959
maze-32-32-4.map,40,120,7,False,-1,120.03036904335022
maze-32-32-4.map,40,120,8,False,-1,120.03119683265686
maze-32-32-4.map,40,120,9,False,-1,120.03261232376099
maze-32-32-4.map,40,120,10,True,1880,0.3060262203216553
maze-32-32-4.map,40,150,1,True,1832,0.1566162109375
maze-32-32-4.map,40,150,2,True,1814,7.462201118469238
maze-32-32-4.map,40,150,3,True,1948,0.23021888732910156
maze-32-32-4.map,40,150,4,True,1961,0.18858695030212402
maze-32-32-4.map,40,150,5,True,1911,0.09892678260803223
maze-32-32-4.map,40,150,6,True,1880,11.272002935409546
maze-32-32-4.map,40,150,7,False,-1,150.03109097480774
maze-32-32-4.map,40,150,8,False,-1,150.0343668460846
maze-32-32-4.map,40,150,9,False,-1,150.03085589408875
maze-32-32-4.map,40,150,10,True,1880,0.30177903175354004
maze-32-32-4.map,60,30,1,False,-1,30.03149914741516
