Map,Agents,TimeLimit,Seed,Success,Cost,RealTime_s
maze-32-32-4.map,100,60,5,False,-1,60.0334677696228
maze-32-32-4.map,100,60,6,False,-1,60.0337450504303
maze-32-32-4.map,100,60,7,False,-1,60.031692028045654
maze-32-32-4.map,100,60,8,False,-1,60.032602310180664
maze-32-32-4.map,100,60,9,False,-1,60.032431840896606
maze-32-32-4.map,100,60,10,False,-1,60.035760164260864
maze-32-32-4.map,100,90,1,False,-1,90.03391718864441
maze-32-32-4.map,100,90,2,False,-1,90.03221869468689
maze-32-32-4.map,100,90,3,False,-1,90.03279995918274
maze-32-32-4.map,100,90,4,False,-1,90.03402209281921
maze-32-32-4.map,100,90,5,False,-1,90.03442001342773
maze-32-32-4.map,100,90,6,False,-1,90.03294587135315
maze-32-32-4.map,100,90,7,False,-1,90.03451228141785
maze-32-32-4.map,100,90,8,False,-1,90.03248691558838
maze-32-32-4.map,100,90,9,False,-1,90.03142213821411
maze-32-32-4.map,100,90,10,False,-1,90.03383922576904
maze-32-32-4.map,100,120,1,False,-1,120.03584885597229
maze-32-32-4.map,100,120,2,False,-1,120.0338487625122
maze-32-32-4.map,100,120,3,False,-1,120.03378915786743
maze-32-32-4.map,100,120,4,False,-1,120.0332899093628
maze-32-32-4.map,100,120,5,False,-1,120.0409779548645
maze-32-32-4.map,100,120,6,False,-1,120.03685712814331
maze-32-32-4.map,100,120,7,False,-1,120.03277087211609
maze-32-32-4.map,100,120,8,False,-1,120.03393411636353
maze-32-32-4.map,100,120,9,False,-1,120.0324318408966
maze-32-32-4.map,100,120,10,False,-1,120.0337860584259
maze-32-32-4.map,100,150,1,False,-1,150.03373003005981
maze-32-32-4.map,100,150,2,False,-1,150.03183102607727
maze-32-32-4.map,100,150,3,False,-1,150.0351321697235
maze-32-32-4.map,100,150,4,False,-1,150.03319215774536
maze-32-32-4.map,100,150,5,False,-1,150.0332808494568
maze-32-32-4.map,100,150,6,False,-1,150.03379893302917
maze-32-32-4.map,100,150,7,False,-1,150.03260588645935
maze-32-32-4.map,100,150,8,False,-1,150.03355813026428
maze-32-32-4.map,100,150,9,False,-1,150.03246402740479
maze-32-32-4.map,100,150,10,False,-1,150.0328540802002
random-32-32-10.map,20,30,1,True,436,0.0732271671295166
random-32-32-10.map,20,30,2,True,436,0.06993412971496582
random-32-32-10.map,20,30,3,True,436,0.07348203659057617
random-32-32-10.map,20,30,4,True,436,0.07052183151245117
random-32-32-10.map,20,30,5,True,436,0.07268381118774414
random-32-32-10.map,20,30,6,True,436,0.07074499130249023
random-32-32-10.map,20,30,7,True,436,0.07153701782226562
random-32-32-10.map,20,30,8,True,436,0.06982803344726562
random-32-32-10.map,20,30,9,True,436,0.07171368598937988
random-32-32-10.map,20,30,10,True,436,0.07458901405334473
random-32-32-10.map,20,60,1,True,436,0.06994414329528809
random-32-32-10.map,20,60,2,True,436,0.07008624076843262
random-32-32-10.map,20,60,3,True,436,0.07137107849121094
random-32-32-10.map,20,60,4,True,436,0.06994509696960449
random-32-32-10.map,20,60,5,True,436,0.07398200035095215
random-32-32-10.map,20,60,6,True,436,0.07251405715942383
random-32-32-10.map,20,60,7,True,436,0.07150578498840332
random-32-32-10.map,20,60,8,True,436,0.06961178779602051
random-32-32-10.map,20,60,9,True,436,0.07247710227966309
random-32-32-10.map,20,60,10,True,436,0.07329988479614258
random-32-32-10.map,20,90,1,True,436,0.07065200805664062
random-32-32-10.map,20,90,2,True,436,0.07098007202148438
random-32-32-10.map,20,90,3,True,436,0.07171201705932617
random-32-32-10.map,20,90,4,True,436,0.07237601280212402
random-32-32-10.map,20,90,5,True,436,0.07150101661682129
random-32-32-10.map,20,90,6,True,436,0.07078099250793457
random-32-32-10.map,20,90,7,True,436,0.07488799095153809
random-32-32-10.map,20,90,8,True,436,0.0698859691619873
random-32-32-10.map,20,90,9,True,436,0.07272815704345703
random-32-32-10.map,20,90,10,True,436,0.07459712028503418
random-32-32-10.map,20,120,1,True,436,0.07119297981262207
random-32-32-10.map,20,120,2,True,436,0.06993412971496582
random-32-32-10.map,20,120,3,True,436,0.07037806510925293
random-32-32-10.map,20,120,4,True,436,0.0739448070526123
random-32-32-10.map,20,120,5,True,436,0.07267022132873535
random-32-32-10.map,20,120,6,True,436,0.07159900665283203
random-32-32-10.map,20,120,7,True,436,0.06955790519714355
random-32-32-10.map,20,120,8,True,436,0.06922507286071777
random-32-32-10.map,20,120,9,True,436,0.07153582572937012
random-32-32-10.map,20,120,10,True,436,0.07205724716186523
random-32-32-10.map,20,150,1,True,436,0.07096290588378906
random-32-32-10.map,20,150,2,True,436,0.06845426559448242
random-32-32-10.map,20,150,3,True,436,0.07256197929382324
random-32-32-10.map,20,150,4,True,436,0.07185721397399902
random-32-32-10.map,20,150,5,True,436,0.07138895988464355
random-32-32-10.map,20,150,6,True,436,0.06985187530517578
random-32-32-10.map,20,150,7,True,436,0.07037901878356934
random-32-32-10.map,20,150,8,True,436,0.07133913040161133
random-32-32-10.map,20,150,9,True,436,0.07182121276855469
random-32-32-10.map,20,150,10,True,436,0.07378983497619629
random-32-32-10.map,40,30,1,True,880,0.07543182373046875
random-32-32-10.map,40,30,2,True,866,0.07086324691772461
random-32-32-10.map,40,30,3,True,914,0.07475566864013672
random-32-32-10.map,40,30,4,True,893,0.06989574432373047
random-32-32-10.map,40,30,5,True,885,0.07149314880371094
random-32-32-10.map,40,30,6,True,864,0.0738518238067627
random-32-32-10.map,40,30,7,True,903,0.07173681259155273
random-32-32-10.map,40,30,8,True,895,0.06943988800048828
random-32-32-10.map,40,30,9,False,-1,30.03055214881897
random-32-32-10.map,40,30,10,True,907,0.07575488090515137
random-32-32-10.map,40,60,1,True,880,0.07338786125183105
random-32-32-10.map,40,60,2,True,866,0.07191300392150879
random-32-32-10.map,40,60,3,True,914,0.07370591163635254
random-32-32-10.map,40,60,4,True,893,0.07053804397583008
random-32-32-10.map,40,60,5,True,885,0.07264471054077148
random-32-32-10.map,40,60,6,True,864,0.07152104377746582
random-32-32-10.map,40,60,7,True,903,0.07114410400390625
random-32-32-10.map,40,60,8,True,895,0.06982302665710449
random-32-32-10.map,40,60,9,False,-1,60.03031778335571
random-32-32-10.map,40,60,10,True,907,0.0744178295135498
random-32-32-10.map,40,90,1,True,880,0.07584691047668457
random-32-32-10.map,40,90,2,True,866,0.06987190246582031
random-32-32-10.map,40,90,3,True,914,0.07167196273803711
random-32-32-10.map,40,90,4,True,893,0.07199215888977051
random-32-32-10.map,40,90,5,True,885,0.07237792015075684
random-32-32-10.map,40,90,6,True,864,0.07341694831848145
random-32-32-10.map,40,90,7,True,903,0.07296395301818848
random-32-32-10.map,40,90,8,True,895,0.07143712043762207
random-32-32-10.map,40,90,9,False,-1,90.03176689147949
random-32-32-10.map,40,90,10,True,907,0.07701706886291504
random-32-32-10.map,40,120,1,True,880,0.07348513603210449
random-32-32-10.map,40,120,2,True,866,0.06995296478271484
random-32-32-10.map,40,120,3,True,914,0.07184529304504395
random-32-32-10.map,40,120,4,True,893,0.07172822952270508
random-32-32-10.map,40,120,5,True,885,0.07175016403198242
random-32-32-10.map,40,120,6,True,864,0.07276201248168945
random-32-32-10.map,40,120,7,True,903,0.07324481010437012
random-32-32-10.map,40,120,8,True,895,0.07046985626220703
random-32-32-10.map,40,120,9,False,-1,120.03180408477783
random-32-32-10.map,40,120,10,True,907,0.07776379585266113
random-32-32-10.map,40,150,1,True,880,0.07373690605163574
random-32-32-10.map,40,150,2,True,866,0.07054424285888672
random-32-32-10.map,40,150,3,True,914,0.07158493995666504
random-32-32-10.map,40,150,4,True,893,0.07054710388183594
random-32-32-10.map,40,150,5,True,885,0.07211804389953613
random-32-32-10.map,40,150,6,True,864,0.07186484336853027
random-32-32-10.map,40,150,7,True,903,0.07059311866760254
random-32-32-10.map,40,150,8,True,895,0.06952500343322754
random-32-32-10.map,40,150,9,False,-1,150.03111100196838
random-32-32-10.map,40,150,10,True,907,0.0793919563293457
random-32-32-10.map,60,30,1,True,1421,0.07643294334411621
random-32-32-10.map,60,30,2,True,1417,0.07377290725708008
random-32-32-10.map,60,30,3,True,1440,0.07224202156066895
random-32-32-10.map,60,30,4,True,1451,0.07169818878173828
random-32-32-10.map,60,30,5,True,1404,0.07513308525085449
random-32-32-10.map,60,30,6,True,1441,0.07723402976989746
random-32-32-10.map,60,30,7,True,1459,0.07091617584228516
random-32-32-10.map,60,30,8,True,1473,0.0706639289855957
random-32-32-10.map,60,30,9,False,-1,30.031635999679565
random-32-32-10.map,60,30,10,True,1447,0.0789487361907959
random-32-32-10.map,60,60,1,True,1421,0.07563424110412598
random-32-32-10.map,60,60,2,True,1417,0.07337498664855957
random-32-32-10.map,60,60,3,True,1440,0.07572603225708008
random-32-32-10.map,60,60,4,True,1451,0.07399106025695801
random-32-32-10.map,60,60,5,True,1404,0.07271075248718262
random-32-32-10.map,60,60,6,True,1441,0.07550382614135742
random-32-32-10.map,60,60,7,True,1459,0.07025408744812012
random-32-32-10.map,60,60,8,True,1473,0.0696418285369873
random-32-32-10.map,60,60,9,False,-1,60.030348777770996
random-32-32-10.map,60,60,10,True,1447,0.07609105110168457
random-32-32-10.map,60,90,1,True,1421,0.07760906219482422
random-32-32-10.map,60,90,2,True,1417,0.0726020336151123
random-32-32-10.map,60,90,3,True,1440,0.07703566551208496
random-32-32-10.map,60,90,4,True,1451,0.07226896286010742
random-32-32-10.map,60,90,5,True,1404,0.07469487190246582
random-32-32-10.map,60,90,6,True,1441,0.0734720230102539
random-32-32-10.map,60,90,7,True,1459,0.07144999504089355
random-32-32-10.map,60,90,8,True,1473,0.07245898246765137
random-32-32-10.map,60,90,9,False,-1,90.03074479103088
random-32-32-10.map,60,90,10,True,1447,0.07726383209228516
random-32-32-10.map,60,120,1,True,1421,0.07784199714660645
random-32-32-10.map,60,120,2,True,1417,0.07331275939941406
random-32-32-10.map,60,120,3,True,1440,0.07376503944396973
random-32-32-10.map,60,120,4,True,1451,0.07178592681884766
random-32-32-10.map,60,120,5,True,1404,0.07579588890075684
random-32-32-10.map,60,120,6,True,1441,0.07360005378723145
random-32-32-10.map,60,120,7,True,1459,0.06909394264221191
random-32-32-10.map,60,120,8,True,1473,0.07051205635070801
random-32-32-10.map,60,120,9,False,-1,120.0312511920929
random-32-32-10.map,60,120,10,True,1447,0.09200406074523926
random-32-32-10.map,60,150,1,True,1421,0.07612800598144531
random-32-32-10.map,60,150,2,True,1417,0.07761192321777344
random-32-32-10.map,60,150,3,True,1440,0.07906794548034668
random-32-32-10.map,60,150,4,True,1451,0.07343721389770508
random-32-32-10.map,60,150,5,True,1404,0.07804703712463379
random-32-32-10.map,60,150,6,True,1441,0.07931804656982422
random-32-32-10.map,60,150,7,True,1459,0.06972813606262207
random-32-32-10.map,60,150,8,True,1473,0.07261013984680176
random-32-32-10.map,60,150,9,False,-1,150.03532099723816
random-32-32-10.map,60,150,10,True,1447,0.09162640571594238
random-32-32-10.map,80,30,1,True,1830,0.07979393005371094
random-32-32-10.map,80,30,2,True,1947,0.07384777069091797
random-32-32-10.map,80,30,3,True,1952,0.07572197914123535
random-32-32-10.map,80,30,4,True,1830,0.0741720199584961
random-32-32-10.map,80,30,5,True,1788,0.0771341323852539
random-32-32-10.map,80,30,6,True,1844,0.0734872817993164
random-32-32-10.map,80,30,7,True,1936,0.07678604125976562
random-32-32-10.map,80,30,8,True,1875,0.07287311553955078
random-32-32-10.map,80,30,9,True,1913,0.0786738395690918
random-32-32-10.map,80,30,10,True,1803,0.0784921646118164
random-32-32-10.map,80,60,1,True,1830,0.07786798477172852
random-32-32-10.map,80,60,2,True,1947,0.07689023017883301
random-32-32-10.map,80,60,3,True,1952,0.07671689987182617
random-32-32-10.map,80,60,4,True,1830,0.07634401321411133
random-32-32-10.map,80,60,5,True,1788,0.07880520820617676
random-32-32-10.map,80,60,6,True,1844,0.07390499114990234
random-32-32-10.map,80,60,7,True,1936,0.07760095596313477
random-32-32-10.map,80,60,8,True,1875,0.07253789901733398
random-32-32-10.map,80,60,9,True,1913,0.0795741081237793
random-32-32-10.map,80,60,10,True,1803,0.08033204078674316
random-32-32-10.map,80,90,1,True,1830,0.0784611701965332
random-32-32-10.map,80,90,2,True,1947,0.0737152099609375
random-32-32-10.map,80,90,3,True,1952,0.07921218872070312
random-32-32-10.map,80,90,4,True,1830,0.07347798347473145
random-32-32-10.map,80,90,5,True,1788,0.07909488677978516
random-32-32-10.map,80,90,6,True,1844,0.07371902465820312
random-32-32-10.map,80,90,7,True,1936,0.07811284065246582
random-32-32-10.map,80,90,8,True,1875,0.07662200927734375
random-32-32-10.map,80,90,9,True,1913,0.07564902305603027
random-32-32-10.map,80,90,10,True,1803,0.08143901824951172
random-32-32-10.map,80,120,1,True,1830,0.09018898010253906
random-32-32-10.map,80,120,2,True,1947,0.07778501510620117
random-32-32-10.map,80,120,3,True,1952,0.07825708389282227
random-32-32-10.map,80,120,4,True,1830,0.07372522354125977
random-32-32-10.map,80,120,5,True,1788,0.07914113998413086
random-32-32-10.map,80,120,6,True,1844,0.07832813262939453
random-32-32-10.map,80,120,7,True,1936,0.07561898231506348
random-32-32-10.map,80,120,8,True,1875,0.0762491226196289
random-32-32-10.map,80,120,9,True,1913,0.07551264762878418
random-32-32-10.map,80,120,10,True,1803,0.08141899108886719
random-32-32-10.map,80,150,1,True,1830,0.08223628997802734
random-32-32-10.map,80,150,2,True,1947,0.07760906219482422
random-32-32-10.map,80,150,3,True,1952,0.0747990608215332
random-32-32-10.map,80,150,4,True,1830,0.0775597095489502
random-32-32-10.map,80,150,5,True,1788,0.08045411109924316
random-32-32-10.map,80,150,6,True,1844,0.07361984252929688
random-32-32-10.map,80,150,7,True,1936,0.07872700691223145
random-32-32-10.map,80,150,8,True,1875,0.0763702392578125
random-32-32-10.map,80,150,9,True,1913,0.07603812217712402
random-32-32-10.map,80,150,10,True,1803,0.08143734931945801
random-32-32-10.map,100,30,1,True,2149,0.08207917213439941
random-32-32-10.map,100,30,2,True,2051,0.07480311393737793
random-32-32-10.map,100,30,3,True,2088,0.07861518859863281
random-32-32-10.map,100,30,4,True,2139,0.0777747631072998
random-32-32-10.map,100,30,5,True,2102,0.07510781288146973
random-32-32-10.map,100,30,6,True,2225,0.07779407501220703
random-32-32-10.map,100,30,7,True,2065,0.07666397094726562
random-32-32-10.map,100,30,8,True,2160,0.07269620895385742
random-32-32-10.map,100,30,9,True,2136,0.0764319896697998
random-32-32-10.map,100,30,10,True,2130,0.0780940055847168
random-32-32-10.map,100,60,1,True,2149,0.08265280723571777
random-32-32-10.map,100,60,2,True,2051,0.07694697380065918
random-32-32-10.map,100,60,3,True,2088,0.07579493522644043
random-32-32-10.map,100,60,4,True,2139,0.07776212692260742
random-32-32-10.map,100,60,5,True,2102,0.07945990562438965
random-32-32-10.map,100,60,6,True,2225,0.07454681396484375
random-32-32-10.map,100,60,7,True,2065,0.08089280128479004
random-32-32-10.map,100,60,8,True,2160,0.0757608413696289
random-32-32-10.map,100,60,9,True,2136,0.07738590240478516
random-32-32-10.map,100,60,10,True,2130,0.08173012733459473
random-32-32-10.map,100,90,1,True,2149,0.08145380020141602
random-32-32-10.map,100,90,2,True,2051,0.07710480690002441
random-32-32-10.map,100,90,3,True,2088,0.07590508460998535
random-32-32-10.map,100,90,4,True,2139,0.07815098762512207
random-32-32-10.map,100,90,5,True,2102,0.0785820484161377
random-32-32-10.map,100,90,6,True,2225,0.07493901252746582
random-32-32-10.map,100,90,7,True,2065,0.08190774917602539
random-32-32-10.map,100,90,8,True,2160,0.07617902755737305
random-32-32-10.map,100,90,9,True,2136,0.07701706886291504
random-32-32-10.map,100,90,10,True,2130,0.08137702941894531
random-32-32-10.map,100,120,1,True,2149,0.0818629264831543
random-32-32-10.map,100,120,2,True,2051,0.07843995094299316
random-32-32-10.map,100,120,3,True,2088,0.07567787170410156
random-32-32-10.map,100,120,4,True,2139,0.07872700691223145
random-32-32-10.map,100,120,5,True,2102,0.07903504371643066
random-32-32-10.map,100,120,6,True,2225,0.0745089054107666
random-32-32-10.map,100,120,7,True,2065,0.07965993881225586
random-32-32-10.map,100,120,8,True,2160,0.07698392868041992
random-32-32-10.map,100,120,9,True,2136,0.0771188735961914
random-32-32-10.map,100,120,10,True,2130,0.0829927921295166
random-32-32-10.map,100,150,1,True,2149,0.08240103721618652
random-32-32-10.map,100,150,2,True,2051,0.07832884788513184
random-32-32-10.map,100,150,3,True,2088,0.07906317710876465
random-32-32-10.map,100,150,4,True,2139,0.07361412048339844
random-32-32-10.map,100,150,5,True,2102,0.08389997482299805
random-32-32-10.map,100,150,6,True,2225,0.08011174201965332
random-32-32-10.map,100,150,7,True,2065,0.08032011985778809
random-32-32-10.map,100,150,8,True,2160,0.07196521759033203
random-32-32-10.map,100,150,9,True,2136,0.0816199779510498
random-32-32-10.map,100,150,10,True,2130,0.08194804191589355
